id,image_id,category_id,iscrowd,area,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,aspect_ratio,class_name
335,229,2,0,6800,213.0,53.0,80.0,85.0,6800.0,0.941,Eczema
336,230,4,0,44556,286.0,132.0,188.0,237.0,44556.0,0.793,Melanoma
337,231,4,0,201144,284.0,119.0,493.0,408.0,201144.0,1.208,Melanoma
338,232,3,0,210600,111.0,0.0,351.0,600.0,210600.0,0.585,Hives
339,232,3,0,5400,262.0,548.0,75.0,72.0,5400.0,1.042,Hives
340,232,3,0,6880,348.0,450.0,86.0,80.0,6880.0,1.075,Hives
341,232,3,0,135786,612.0,69.0,318.0,427.0,135786.0,0.745,Hives
342,233,3,0,102767,54.0,12.0,371.0,277.0,102767.0,1.339,Hives
343,234,4,0,6480,99.0,82.0,81.0,80.0,6480.0,1.012,Melanoma
344,235,2,0,27664,160.0,269.0,182.0,152.0,27664.0,1.197,Eczema
345,236,4,0,40710,393.0,242.0,230.0,177.0,40710.0,1.299,Melanoma
346,237,4,0,59701,231.0,122.0,263.0,227.0,59701.0,1.159,Melanoma
347,238,4,0,92928,134.0,125.0,352.0,264.0,92928.0,1.333,Melanoma
348,239,4,0,39220,223.0,267.0,265.0,148.0,39220.0,1.791,Melanoma
349,240,3,0,123600,0.0,0.0,412.0,300.0,123600.0,1.373,Hives
350,241,1,0,180225,336.0,167.0,405.0,445.0,180225.0,0.91,ChickenPox
351,242,2,0,39032,22.0,25.0,238.0,164.0,39032.0,1.451,Eczema
352,243,2,0,6405,231.0,67.0,61.0,105.0,6405.0,0.581,Eczema
353,243,2,0,21830,22.0,2.0,118.0,185.0,21830.0,0.638,Eczema
354,244,2,0,64753,0.0,0.0,293.0,221.0,64753.0,1.326,Eczema
355,245,4,0,56221,117.0,213.0,209.0,269.0,56221.0,0.777,Melanoma
356,246,4,0,142560,130.0,81.0,440.0,324.0,142560.0,1.358,Melanoma
357,247,4,0,18135,247.0,371.0,195.0,93.0,18135.0,2.097,Melanoma
358,247,4,0,88754,153.0,0.0,398.0,223.0,88754.0,1.785,Melanoma
359,248,3,0,29036,600.0,224.0,119.0,244.0,29036.0,0.488,Hives
360,248,3,0,74663,185.0,271.0,379.0,197.0,74663.0,1.924,Hives
361,248,3,0,102051,41.0,8.0,493.0,207.0,102051.0,2.382,Hives
362,249,4,0,27984,337.0,170.0,176.0,159.0,27984.0,1.107,Melanoma
363,250,3,0,1034565,155.0,0.0,1169.0,885.0,1034565.0,1.321,Hives
364,251,1,0,9300,40.0,51.0,100.0,93.0,9300.0,1.075,ChickenPox
365,251,1,0,1634,156.0,123.0,38.0,43.0,1634.0,0.884,ChickenPox
366,251,1,0,7372,145.0,33.0,97.0,76.0,7372.0,1.276,ChickenPox
367,252,4,0,13268,848.0,485.0,124.0,107.0,13268.0,1.159,Melanoma
368,253,4,0,6790,88.0,52.0,97.0,70.0,6790.0,1.386,Melanoma
369,254,4,0,33596,29.0,27.0,227.0,148.0,33596.0,1.534,Melanoma
370,255,4,0,43674,285.0,126.0,174.0,251.0,43674.0,0.693,Melanoma
371,256,2,0,9729,206.0,7.0,69.0,141.0,9729.0,0.489,Eczema
372,257,3,0,173565,316.0,256.0,315.0,551.0,173565.0,0.572,Hives
373,258,1,0,406721,0.0,220.0,599.0,679.0,406721.0,0.882,ChickenPox
374,259,4,0,50246,286.0,79.0,259.0,194.0,50246.0,1.335,Melanoma
375,260,3,0,20700,197.0,292.0,300.0,69.0,20700.0,4.348,Hives
376,261,1,0,35816,557.0,76.0,148.0,242.0,35816.0,0.612,ChickenPox
377,262,3,0,231636,101.0,50.0,582.0,398.0,231636.0,1.462,Hives
378,263,4,0,76176,194.0,125.0,276.0,276.0,76176.0,1.0,Melanoma
379,264,3,0,40182,427.0,0.0,222.0,181.0,40182.0,1.227,Hives
380,265,4,0,153715,162.0,106.0,355.0,433.0,153715.0,0.82,Melanoma
381,266,1,0,117196,0.0,276.0,353.0,332.0,117196.0,1.063,ChickenPox
382,267,3,0,112590,37.0,384.0,417.0,270.0,112590.0,1.544,Hives
383,267,3,0,129376,35.0,34.0,416.0,311.0,129376.0,1.338,Hives
384,268,4,0,29896,262.0,150.0,148.0,202.0,29896.0,0.733,Melanoma
385,269,4,0,66552,237.0,136.0,282.0,236.0,66552.0,1.195,Melanoma
386,270,4,0,168260,110.0,74.0,470.0,358.0,168260.0,1.313,Melanoma
387,271,1,0,71478,115.0,111.0,209.0,342.0,71478.0,0.611,ChickenPox
388,272,4,0,309831,0.0,81.0,743.0,417.0,309831.0,1.782,Melanoma
389,274,3,0,80793,102.0,138.0,573.0,141.0,80793.0,4.064,Hives
390,275,2,0,133488,0.0,54.0,618.0,216.0,133488.0,2.861,Eczema
391,275,2,0,28217,57.0,299.0,203.0,139.0,28217.0,1.46,Eczema
392,275,2,0,57150,239.0,244.0,381.0,150.0,57150.0,2.54,Eczema
393,276,4,0,31465,245.0,178.0,217.0,145.0,31465.0,1.497,Melanoma
394,277,2,0,11990,104.0,59.0,109.0,110.0,11990.0,0.991,Eczema
395,278,1,0,2026310,0.0,0.0,1199.0,1690.0,2026310.0,0.709,ChickenPox
396,279,3,0,35456,91.0,449.0,277.0,128.0,35456.0,2.164,Hives
397,279,3,0,12350,161.0,55.0,95.0,130.0,12350.0,0.731,Hives
398,280,3,0,88319,53.0,392.0,341.0,259.0,88319.0,1.317,Hives
399,280,3,0,69498,89.0,141.0,351.0,198.0,69498.0,1.773,Hives
400,281,3,0,101195,49.0,264.0,547.0,185.0,101195.0,2.957,Hives
401,282,1,0,1855,111.0,187.0,53.0,35.0,1855.0,1.514,ChickenPox
402,282,1,0,4080,59.0,35.0,68.0,60.0,4080.0,1.133,ChickenPox
403,282,1,0,1680,49.0,184.0,42.0,40.0,1680.0,1.05,ChickenPox
404,282,1,0,2880,59.0,109.0,60.0,48.0,2880.0,1.25,ChickenPox
405,283,4,0,84686,226.0,89.0,263.0,322.0,84686.0,0.817,Melanoma
406,284,4,0,703326,483.0,190.0,923.0,762.0,703326.0,1.211,Melanoma
407,285,3,0,115431,83.0,15.0,353.0,327.0,115431.0,1.08,Hives
408,286,4,0,37948,281.0,149.0,179.0,212.0,37948.0,0.844,Melanoma
409,287,1,0,37488,0.0,275.0,284.0,132.0,37488.0,2.152,ChickenPox
410,288,4,0,15250,124.0,78.0,125.0,122.0,15250.0,1.025,Melanoma
411,288,4,0,37366,450.0,62.0,238.0,157.0,37366.0,1.516,Melanoma
412,289,4,0,16459,176.0,258.0,151.0,109.0,16459.0,1.385,Melanoma
413,290,1,0,131922,98.0,0.0,698.0,189.0,131922.0,3.693,ChickenPox
414,290,1,0,202335,175.0,144.0,615.0,329.0,202335.0,1.869,ChickenPox
415,291,3,0,32980,84.0,0.0,170.0,194.0,32980.0,0.876,Hives
416,292,4,0,35870,246.0,150.0,170.0,211.0,35870.0,0.806,Melanoma
417,293,4,0,62464,254.0,118.0,244.0,256.0,62464.0,0.953,Melanoma
418,294,4,0,104006,169.0,33.0,323.0,322.0,104006.0,1.003,Melanoma
419,295,3,0,44370,114.0,382.0,306.0,145.0,44370.0,2.11,Hives
420,295,3,0,39990,198.0,182.0,258.0,155.0,39990.0,1.665,Hives
421,296,4,0,76368,118.0,265.0,516.0,148.0,76368.0,3.486,Melanoma
422,296,4,0,70626,130.0,69.0,474.0,149.0,70626.0,3.181,Melanoma
423,297,1,0,4680,158.0,218.0,52.0,90.0,4680.0,0.578,ChickenPox
424,297,1,0,2964,279.0,365.0,52.0,57.0,2964.0,0.912,ChickenPox
425,298,2,0,106978,69.0,251.0,601.0,178.0,106978.0,3.376,Eczema
426,298,2,0,73829,295.0,0.0,371.0,199.0,73829.0,1.864,Eczema
427,299,1,0,163152,0.0,37.0,412.0,396.0,163152.0,1.04,ChickenPox
428,300,4,0,42112,212.0,96.0,188.0,224.0,42112.0,0.839,Melanoma
429,301,3,0,53165,183.0,59.0,343.0,155.0,53165.0,2.213,Hives
430,302,3,0,378880,0.0,260.0,592.0,640.0,378880.0,0.925,Hives
431,302,3,0,5159,361.0,173.0,67.0,77.0,5159.0,0.87,Hives
432,302,3,0,9880,167.0,154.0,95.0,104.0,9880.0,0.913,Hives
433,303,3,0,128544,15.0,9.0,618.0,208.0,128544.0,2.971,Hives
434,304,3,0,50380,139.0,109.0,220.0,229.0,50380.0,0.961,Hives
435,305,1,0,30345,29.0,63.0,255.0,119.0,30345.0,2.143,ChickenPox
436,306,1,0,3030664,348.0,24.0,1448.0,2093.0,3030664.0,0.692,ChickenPox
437,307,3,0,8680,497.0,195.0,70.0,124.0,8680.0,0.565,Hives
438,308,3,0,71496,83.0,120.0,331.0,216.0,71496.0,1.532,Hives
439,309,4,0,918,123.0,102.0,27.0,34.0,918.0,0.794,Melanoma
440,310,1,0,1680,63.0,88.0,48.0,35.0,1680.0,1.371,ChickenPox
441,310,1,0,726,115.0,105.0,33.0,22.0,726.0,1.5,ChickenPox
442,310,1,0,625,129.0,128.0,25.0,25.0,625.0,1.0,ChickenPox
443,310,1,0,4332,74.0,148.0,57.0,76.0,4332.0,0.75,ChickenPox
444,311,1,0,271884,28.0,115.0,652.0,417.0,271884.0,1.564,ChickenPox
445,312,3,0,67100,99.0,114.0,305.0,220.0,67100.0,1.386,Hives
446,313,4,0,21670,277.0,257.0,197.0,110.0,21670.0,1.791,Melanoma
447,314,1,0,109368,290.0,141.0,372.0,294.0,109368.0,1.265,ChickenPox
448,315,1,0,59048,138.0,288.0,242.0,244.0,59048.0,0.992,ChickenPox
449,316,4,0,105456,161.0,0.0,507.0,208.0,105456.0,2.438,Melanoma
450,316,4,0,105868,134.0,280.0,532.0,199.0,105868.0,2.673,Melanoma
451,317,1,0,425068,0.0,0.0,799.0,532.0,425068.0,1.502,ChickenPox
452,318,3,0,198015,0.0,120.0,645.0,307.0,198015.0,2.101,Hives
453,319,1,0,4777680,1476.0,1252.0,2040.0,2342.0,4777680.0,0.871,ChickenPox
454,320,4,0,1274,286.0,197.0,49.0,26.0,1274.0,1.885,Melanoma
455,321,1,0,98946,76.0,230.0,414.0,239.0,98946.0,1.732,ChickenPox
456,322,3,0,43076,66.0,443.0,356.0,121.0,43076.0,2.942,Hives
457,323,4,0,59644,214.0,69.0,403.0,148.0,59644.0,2.723,Melanoma
458,324,4,0,28656,135.0,386.0,199.0,144.0,28656.0,1.382,Melanoma
459,325,3,0,59619,160.0,48.0,357.0,167.0,59619.0,2.138,Hives
460,326,1,0,163300,100.0,444.0,460.0,355.0,163300.0,1.296,ChickenPox
461,327,3,0,39185,161.0,129.0,461.0,85.0,39185.0,5.424,Hives
462,328,4,0,17901,234.0,259.0,221.0,81.0,17901.0,2.728,Melanoma
463,329,3,0,118770,117.0,7.0,535.0,222.0,118770.0,2.41,Hives
464,330,1,0,768201,0.0,0.0,1099.0,699.0,768201.0,1.572,ChickenPox
465,331,1,0,174944,105.0,72.0,497.0,352.0,174944.0,1.412,ChickenPox
466,332,3,0,83709,47.0,383.0,393.0,213.0,83709.0,1.845,Hives
467,333,1,0,538501,0.0,0.0,599.0,899.0,538501.0,0.666,ChickenPox
468,334,1,0,427200,0.0,0.0,800.0,534.0,427200.0,1.498,ChickenPox
469,335,4,0,36540,304.0,128.0,180.0,203.0,36540.0,0.887,Melanoma
470,336,1,0,389956,66.0,0.0,733.0,532.0,389956.0,1.378,ChickenPox
471,337,3,0,189189,2766.0,1410.0,297.0,637.0,189189.0,0.466,Hives
472,337,3,0,5457302,0.0,0.0,2666.0,2047.0,5457302.0,1.302,Hives
473,337,3,0,218688,2454.0,309.0,536.0,408.0,218688.0,1.314,Hives
474,338,1,0,504800,0.0,0.0,800.0,631.0,504800.0,1.268,ChickenPox
475,339,1,0,1482488,924.0,0.0,1288.0,1151.0,1482488.0,1.119,ChickenPox
476,340,1,0,121520,66.0,481.0,434.0,280.0,121520.0,1.55,ChickenPox
477,341,4,0,97990,139.0,22.0,478.0,205.0,97990.0,2.332,Melanoma
478,342,1,0,175380,182.0,0.0,444.0,395.0,175380.0,1.124,ChickenPox
479,343,4,0,21424,242.0,110.0,208.0,103.0,21424.0,2.019,Melanoma
480,344,1,0,86241,59.0,10.0,323.0,267.0,86241.0,1.21,ChickenPox
481,344,1,0,18414,221.0,353.0,186.0,99.0,18414.0,1.879,ChickenPox
482,345,3,0,2250,109.0,67.0,50.0,45.0,2250.0,1.111,Hives
483,345,3,0,8214,168.0,13.0,74.0,111.0,8214.0,0.667,Hives
484,345,3,0,3575,77.0,105.0,65.0,55.0,3575.0,1.182,Hives
485,345,3,0,7777,49.0,19.0,101.0,77.0,7777.0,1.312,Hives
486,346,4,0,5934,312.0,180.0,129.0,46.0,5934.0,2.804,Melanoma
487,347,2,0,73564,182.0,259.0,347.0,212.0,73564.0,1.637,Eczema
488,347,2,0,48240,169.0,87.0,360.0,134.0,48240.0,2.687,Eczema
489,348,3,0,156060,0.0,0.0,459.0,340.0,156060.0,1.35,Hives
490,348,3,0,109312,26.0,390.0,427.0,256.0,109312.0,1.668,Hives
491,349,1,0,10268,41.0,155.0,151.0,68.0,10268.0,2.221,ChickenPox
492,350,4,0,45828,123.0,82.0,342.0,134.0,45828.0,2.552,Melanoma
493,351,3,0,106546,113.0,385.0,319.0,334.0,106546.0,0.955,Hives
494,351,3,0,95288,189.0,15.0,277.0,344.0,95288.0,0.805,Hives
495,352,1,0,426400,0.0,0.0,800.0,533.0,426400.0,1.501,ChickenPox
496,353,4,0,41820,185.0,64.0,246.0,170.0,41820.0,1.447,Melanoma
497,354,2,0,314636,0.0,0.0,661.0,476.0,314636.0,1.389,Eczema
498,355,1,0,710277,30.0,0.0,969.0,733.0,710277.0,1.322,ChickenPox
499,356,1,0,425068,0.0,0.0,799.0,532.0,425068.0,1.502,ChickenPox
500,357,1,0,808126,0.0,0.0,1199.0,674.0,808126.0,1.779,ChickenPox
501,358,3,0,240240,68.0,0.0,572.0,420.0,240240.0,1.362,Hives
502,359,3,0,16497,68.0,32.0,117.0,141.0,16497.0,0.83,Hives
503,359,3,0,5185,0.0,103.0,61.0,85.0,5185.0,0.718,Hives
504,360,3,0,41800,255.0,132.0,275.0,152.0,41800.0,1.809,Hives
505,361,1,0,152388,0.0,0.0,498.0,306.0,152388.0,1.627,ChickenPox
506,362,3,0,11424,417.0,248.0,119.0,96.0,11424.0,1.24,Hives
507,362,3,0,2318,442.0,383.0,61.0,38.0,2318.0,1.605,Hives
508,362,3,0,3060,636.0,216.0,60.0,51.0,3060.0,1.176,Hives
509,362,3,0,1771,677.0,142.0,23.0,77.0,1771.0,0.299,Hives
510,362,3,0,8970,269.0,424.0,138.0,65.0,8970.0,2.123,Hives
511,362,3,0,8364,190.0,306.0,68.0,123.0,8364.0,0.553,Hives
512,362,3,0,29187,216.0,106.0,207.0,141.0,29187.0,1.468,Hives
513,362,3,0,1488,125.0,106.0,31.0,48.0,1488.0,0.646,Hives
514,362,3,0,8436,0.0,175.0,74.0,114.0,8436.0,0.649,Hives
515,363,4,0,58788,232.0,236.0,207.0,284.0,58788.0,0.729,Melanoma
516,364,2,0,180632,36.0,101.0,674.0,268.0,180632.0,2.515,Eczema
517,365,4,0,25333,185.0,134.0,329.0,77.0,25333.0,4.273,Melanoma
518,366,1,0,475608,454.0,157.0,447.0,1064.0,475608.0,0.42,ChickenPox
519,366,1,0,257129,862.0,341.0,389.0,661.0,257129.0,0.589,ChickenPox
520,367,2,0,169959,89.0,85.0,543.0,313.0,169959.0,1.735,Eczema
521,368,1,0,504792,0.0,0.0,779.0,648.0,504792.0,1.202,ChickenPox
522,369,2,0,27371,86.0,319.0,271.0,101.0,27371.0,2.683,Eczema
523,369,2,0,29892,613.0,37.0,106.0,282.0,29892.0,0.376,Eczema
524,369,2,0,4550,33.0,233.0,70.0,65.0,4550.0,1.077,Eczema
525,369,2,0,7665,58.0,137.0,105.0,73.0,7665.0,1.438,Eczema
526,369,2,0,9504,182.0,131.0,144.0,66.0,9504.0,2.182,Eczema
527,370,1,0,1760,180.0,136.0,40.0,44.0,1760.0,0.909,ChickenPox
528,370,1,0,6450,68.0,44.0,86.0,75.0,6450.0,1.147,ChickenPox
529,370,1,0,2800,0.0,109.0,35.0,80.0,2800.0,0.438,ChickenPox
530,371,1,0,223300,0.0,493.0,550.0,406.0,223300.0,1.355,ChickenPox
531,372,3,0,99144,120.0,262.0,486.0,204.0,99144.0,2.382,Hives
532,373,1,0,11770,47.0,94.0,110.0,107.0,11770.0,1.028,ChickenPox
533,373,1,0,3540,15.0,24.0,59.0,60.0,3540.0,0.983,ChickenPox
534,374,4,0,155541,144.0,46.0,417.0,373.0,155541.0,1.118,Melanoma
535,375,3,0,22701,155.0,0.0,141.0,161.0,22701.0,0.876,Hives
536,375,3,0,6497,87.0,50.0,89.0,73.0,6497.0,1.219,Hives
537,375,3,0,4400,67.0,150.0,88.0,50.0,4400.0,1.76,Hives
538,375,3,0,6384,0.0,92.0,76.0,84.0,6384.0,0.905,Hives
539,376,1,0,15768,82.0,17.0,108.0,146.0,15768.0,0.74,ChickenPox
540,377,2,0,121326,0.0,153.0,554.0,219.0,121326.0,2.53,Eczema
541,378,3,0,186944,175.0,656.0,508.0,368.0,186944.0,1.38,Hives
542,378,3,0,175096,71.0,0.0,509.0,344.0,175096.0,1.48,Hives
543,379,1,0,2750,131.0,82.0,50.0,55.0,2750.0,0.909,ChickenPox
544,379,1,0,2646,99.0,122.0,54.0,49.0,2646.0,1.102,ChickenPox
545,379,1,0,1188,94.0,197.0,44.0,27.0,1188.0,1.63,ChickenPox
546,380,4,0,8515,382.0,163.0,131.0,65.0,8515.0,2.015,Melanoma
547,381,3,0,39552,167.0,123.0,412.0,96.0,39552.0,4.292,Hives
548,382,1,0,30551,0.0,0.0,137.0,223.0,30551.0,0.614,ChickenPox
549,383,4,0,12741,298.0,123.0,137.0,93.0,12741.0,1.473,Melanoma
550,384,2,0,74538,283.0,92.0,303.0,246.0,74538.0,1.232,Eczema
551,385,1,0,65888,0.0,390.0,464.0,142.0,65888.0,3.268,ChickenPox
552,385,1,0,23780,477.0,131.0,164.0,145.0,23780.0,1.131,ChickenPox
553,386,2,0,28728,51.0,7.0,171.0,168.0,28728.0,1.018,Eczema
554,387,1,0,41478,0.0,0.0,186.0,223.0,41478.0,0.834,ChickenPox
555,388,4,0,25810,160.0,258.0,290.0,89.0,25810.0,3.258,Melanoma
556,389,3,0,97560,122.0,46.0,271.0,360.0,97560.0,0.753,Hives
557,389,3,0,63675,411.0,30.0,225.0,283.0,63675.0,0.795,Hives
558,390,3,0,38734,163.0,64.0,214.0,181.0,38734.0,1.182,Hives
559,391,1,0,93107,43.0,178.0,329.0,283.0,93107.0,1.163,ChickenPox
560,392,1,0,51282,256.0,522.0,231.0,222.0,51282.0,1.041,ChickenPox
561,392,1,0,50336,191.0,151.0,242.0,208.0,50336.0,1.163,ChickenPox
562,393,1,0,102030,167.0,174.0,358.0,285.0,102030.0,1.256,ChickenPox
563,393,1,0,33280,405.0,398.0,160.0,208.0,33280.0,0.769,ChickenPox
564,393,1,0,30012,148.0,430.0,164.0,183.0,30012.0,0.896,ChickenPox
565,394,2,0,68816,172.0,303.0,391.0,176.0,68816.0,2.222,Eczema
566,394,2,0,63126,247.0,64.0,378.0,167.0,63126.0,2.263,Eczema
567,395,1,0,346766,0.0,15.0,799.0,434.0,346766.0,1.841,ChickenPox
568,396,3,0,157538,15.0,0.0,454.0,347.0,157538.0,1.308,Hives
569,396,3,0,62458,59.0,385.0,187.0,334.0,62458.0,0.56,Hives
570,396,3,0,53460,281.0,389.0,162.0,330.0,53460.0,0.491,Hives
571,397,4,0,78546,176.0,46.0,494.0,159.0,78546.0,3.107,Melanoma
572,398,2,0,272160,0.0,0.0,720.0,378.0,272160.0,1.905,Eczema
573,399,1,0,1303313,112.0,0.0,1087.0,1199.0,1303313.0,0.907,ChickenPox
574,400,4,0,75359,202.0,34.0,421.0,179.0,75359.0,2.352,Melanoma
575,401,3,0,391552,71.0,231.0,532.0,736.0,391552.0,0.723,Hives
576,402,1,0,64600,219.0,315.0,380.0,170.0,64600.0,2.235,ChickenPox
577,402,1,0,92202,204.0,32.0,381.0,242.0,92202.0,1.574,ChickenPox
578,403,4,0,23749,286.0,93.0,187.0,127.0,23749.0,1.472,Melanoma
579,404,1,0,156975,48.0,574.0,483.0,325.0,156975.0,1.486,ChickenPox
580,405,1,0,135792,57.0,261.0,276.0,492.0,135792.0,0.561,ChickenPox
581,406,2,0,60243,179.0,96.0,467.0,129.0,60243.0,3.62,Eczema
582,406,2,0,43306,202.0,262.0,367.0,118.0,43306.0,3.11,Eczema
583,407,4,0,20976,272.0,108.0,184.0,114.0,20976.0,1.614,Melanoma
584,408,4,0,85136,234.0,114.0,272.0,313.0,85136.0,0.869,Melanoma
585,409,2,0,212390,0.0,32.0,634.0,335.0,212390.0,1.893,Eczema
586,410,1,0,37380,36.0,8.0,178.0,210.0,37380.0,0.848,ChickenPox
587,411,1,0,64960,53.0,315.0,320.0,203.0,64960.0,1.576,ChickenPox
588,412,3,0,62906,137.0,265.0,443.0,142.0,62906.0,3.12,Hives
589,412,3,0,70500,117.0,66.0,470.0,150.0,70500.0,3.133,Hives
590,413,4,0,49610,147.0,191.0,205.0,242.0,49610.0,0.847,Melanoma
591,414,4,0,29212,111.0,193.0,218.0,134.0,29212.0,1.627,Melanoma
592,415,3,0,128658,140.0,183.0,523.0,246.0,128658.0,2.126,Hives
593,416,2,0,34547,354.0,268.0,193.0,179.0,34547.0,1.078,Eczema
594,417,2,0,22572,101.0,86.0,171.0,132.0,22572.0,1.295,Eczema
595,417,2,0,20300,73.0,327.0,175.0,116.0,20300.0,1.509,Eczema
596,417,2,0,6272,398.0,271.0,112.0,56.0,6272.0,2.0,Eczema
597,417,2,0,15327,255.0,318.0,131.0,117.0,15327.0,1.12,Eczema
598,418,2,0,44247,112.0,199.0,301.0,147.0,44247.0,2.048,Eczema
599,418,2,0,30690,225.0,552.0,198.0,155.0,30690.0,1.277,Eczema
600,419,3,0,25674,138.0,269.0,389.0,66.0,25674.0,5.894,Hives
601,420,1,0,127795,0.0,12.0,305.0,419.0,127795.0,0.728,ChickenPox
602,421,1,0,756364,0.0,0.0,908.0,833.0,756364.0,1.09,ChickenPox
603,422,1,0,56240,1015.0,35.0,380.0,148.0,56240.0,2.568,ChickenPox
604,423,3,0,28085,106.0,169.0,137.0,205.0,28085.0,0.668,Hives
605,423,3,0,39216,457.0,103.0,172.0,228.0,39216.0,0.754,Hives
606,424,1,0,164538,148.0,364.0,831.0,198.0,164538.0,4.197,ChickenPox
607,424,1,0,82950,265.0,101.0,395.0,210.0,82950.0,1.881,ChickenPox
608,425,3,0,2048931,305.0,731.0,2347.0,873.0,2048931.0,2.688,Hives
609,426,1,0,13320,94.0,111.0,72.0,185.0,13320.0,0.389,ChickenPox
610,427,2,0,45570,71.0,402.0,210.0,217.0,45570.0,0.968,Eczema
611,428,3,0,54735,75.0,309.0,615.0,89.0,54735.0,6.91,Hives
612,428,3,0,85952,34.0,44.0,632.0,136.0,85952.0,4.647,Hives
613,429,3,0,37884,54.0,211.0,287.0,132.0,37884.0,2.174,Hives
614,430,2,0,26928,274.0,263.0,272.0,99.0,26928.0,2.747,Eczema
615,431,1,0,652740,0.0,174.0,989.0,660.0,652740.0,1.498,ChickenPox
616,432,1,0,7728,552.0,197.0,56.0,138.0,7728.0,0.406,ChickenPox
617,433,2,0,132561,152.0,42.0,309.0,429.0,132561.0,0.72,Eczema
618,434,3,0,99408,235.0,7.0,456.0,218.0,99408.0,2.092,Hives
619,435,3,0,76475,54.0,166.0,665.0,115.0,76475.0,5.783,Hives
620,436,1,0,187320,0.0,0.0,446.0,420.0,187320.0,1.062,ChickenPox
621,437,2,0,114504,22.0,385.0,367.0,312.0,114504.0,1.176,Eczema
622,437,2,0,116064,16.0,55.0,403.0,288.0,116064.0,1.399,Eczema
623,438,1,0,67940,445.0,25.0,316.0,215.0,67940.0,1.47,ChickenPox
624,439,3,0,349020,387.0,488.0,554.0,630.0,349020.0,0.879,Hives
625,439,3,0,14946,963.0,834.0,94.0,159.0,14946.0,0.591,Hives
626,440,1,0,50264,247.0,298.0,244.0,206.0,50264.0,1.184,ChickenPox
627,441,3,0,351591,0.0,0.0,719.0,489.0,351591.0,1.47,Hives
628,442,1,0,295222,153.0,0.0,646.0,457.0,295222.0,1.414,ChickenPox
629,443,3,0,71604,0.0,24.0,324.0,221.0,71604.0,1.466,Hives
630,444,1,0,298599,48.0,119.0,723.0,413.0,298599.0,1.751,ChickenPox
631,445,2,0,1551,445.0,9.0,47.0,33.0,1551.0,1.424,Eczema
632,445,2,0,71136,197.0,69.0,304.0,234.0,71136.0,1.299,Eczema
633,446,1,0,79810,282.0,302.0,347.0,230.0,79810.0,1.509,ChickenPox
634,447,1,0,452800,0.0,0.0,800.0,566.0,452800.0,1.413,ChickenPox
635,448,1,0,20296,296.0,299.0,236.0,86.0,20296.0,2.744,ChickenPox
636,448,1,0,38456,447.0,31.0,184.0,209.0,38456.0,0.88,ChickenPox
637,449,4,0,40040,223.0,260.0,286.0,140.0,40040.0,2.043,Melanoma
638,450,3,0,271318,49.0,17.0,586.0,463.0,271318.0,1.266,Hives
639,451,1,0,50546,290.0,315.0,254.0,199.0,50546.0,1.276,ChickenPox
640,451,1,0,10395,324.0,183.0,105.0,99.0,10395.0,1.061,ChickenPox
641,452,3,0,25359,466.0,103.0,237.0,107.0,25359.0,2.215,Hives
642,453,1,0,3050,159.0,149.0,50.0,61.0,3050.0,0.82,ChickenPox
643,454,3,0,48280,96.0,168.0,284.0,170.0,48280.0,1.671,Hives
644,455,3,0,3172,215.0,242.0,61.0,52.0,3172.0,1.173,Hives
645,455,3,0,720,196.0,208.0,30.0,24.0,720.0,1.25,Hives
646,455,3,0,23241,39.0,85.0,183.0,127.0,23241.0,1.441,Hives
647,456,1,0,1344,35.0,53.0,42.0,32.0,1344.0,1.312,ChickenPox
648,456,1,0,29700,63.0,65.0,225.0,132.0,29700.0,1.705,ChickenPox
649,457,4,0,29085,223.0,109.0,277.0,105.0,29085.0,2.638,Melanoma
650,458,2,0,30510,193.0,165.0,270.0,113.0,30510.0,2.389,Eczema
651,459,1,0,995988,15.0,0.0,1169.0,852.0,995988.0,1.372,ChickenPox
652,460,3,0,444720,72.0,37.0,545.0,816.0,444720.0,0.668,Hives
653,461,2,0,146810,146.0,27.0,530.0,277.0,146810.0,1.913,Eczema
654,462,1,0,598796,192.0,0.0,682.0,878.0,598796.0,0.777,ChickenPox
655,463,3,0,82045,59.0,14.0,269.0,305.0,82045.0,0.882,Hives
656,464,2,0,210840,3.0,19.0,420.0,502.0,210840.0,0.837,Eczema
657,465,1,0,8463,48.0,111.0,91.0,93.0,8463.0,0.978,ChickenPox
658,466,3,0,167580,43.0,194.0,630.0,266.0,167580.0,2.368,Hives
659,467,2,0,87688,169.0,148.0,452.0,194.0,87688.0,2.33,Eczema
660,468,1,0,192100,0.0,58.0,452.0,425.0,192100.0,1.064,ChickenPox
661,469,1,0,16235,22.0,75.0,191.0,85.0,16235.0,2.247,ChickenPox
662,470,3,0,21291,138.0,182.0,151.0,141.0,21291.0,1.071,Hives
663,471,2,0,203188,26.0,71.0,643.0,316.0,203188.0,2.035,Eczema
664,472,1,0,11528,26.0,87.0,88.0,131.0,11528.0,0.672,ChickenPox
665,472,1,0,16740,69.0,14.0,124.0,135.0,16740.0,0.919,ChickenPox
666,472,1,0,7031,102.0,141.0,89.0,79.0,7031.0,1.127,ChickenPox
667,473,2,0,70920,198.0,256.0,394.0,180.0,70920.0,2.189,Eczema
668,474,1,0,39039,170.0,287.0,169.0,231.0,39039.0,0.732,ChickenPox
