id,license,file_name,height,width,date_captured,extra,file_path,label
246,1,t-melanocytic-nevi-19_jpg.rf.PlBsKziAcpLxEORZ04AL.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-19.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-19_jpg.rf.PlBsKziAcpLxEORZ04AL.jpg,Melanoma
247,1,t-melanocytic-nevi-56_jpg.rf.jCavWGJvXYJXlgaGqssD.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-56.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-56_jpg.rf.jCavWGJvXYJXlgaGqssD.jpg,Melanoma
248,1,t-hives-Urticaria-Acute-21_jpg.rf.3grOlB9ELyB1WhFOKGVf.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-21.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-21_jpg.rf.3grOlB9ELyB1WhFOKGVf.jpg,Hives
249,1,t-melanocytic-nevi-38_jpg.rf.LC4tLjGy33eaHLAlC1VJ.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-38.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-38_jpg.rf.LC4tLjGy33eaHLAlC1VJ.jpg,Melanoma
250,1,chronic-spontaneous-urticaria-after-long-covid-2_jpg.rf.FWuU0Amlsby3tFmg31x5.jpg,1035,1380,2026-05-25T11:37:05+00:00,{'name': 'chronic-spontaneous-urticaria-after-long-covid-2.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chronic-spontaneous-urticaria-after-long-covid-2_jpg.rf.FWuU0Amlsby3tFmg31x5.jpg,Hives
251,1,images_jpg.rf.Fau2R2WHKRATG65q9n5j.jpg,173,291,2026-05-25T11:37:05+00:00,{'name': 'images.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\images_jpg.rf.Fau2R2WHKRATG65q9n5j.jpg,ChickenPox
252,1,melanoma-prevention_png.rf.One15h0mu19b6QjUOPU5.png,865,1300,2026-05-25T11:37:05+00:00,{'name': 'melanoma-prevention.png'},Skin_desease_(Perbaikan)_dataset.coco\train\melanoma-prevention_png.rf.One15h0mu19b6QjUOPU5.png,Melanoma
253,1,images_jpg.rf.Wh2FfiC72h2oEnEt9Edh.jpg,183,275,2026-05-25T11:37:05+00:00,{'name': 'images.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\images_jpg.rf.Wh2FfiC72h2oEnEt9Edh.jpg,Melanoma
254,1,9_102_jpg.rf.mbI42MZF0RYtZcqeTGZk.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '9_102.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\9_102_jpg.rf.mbI42MZF0RYtZcqeTGZk.jpg,Melanoma
255,1,t-melanocytic-nevi-50_jpg.rf.raOUxsASVoqW1jx1P13l.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-50.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-50_jpg.rf.raOUxsASVoqW1jx1P13l.jpg,Melanoma
256,1,0_21_jpg.rf.t6TyfsBjXc6U3W2IbjFe.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '0_21.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\0_21_jpg.rf.t6TyfsBjXc6U3W2IbjFe.jpg,Eczema
257,1,63-urticaria-1024x1024_jpg.rf.FyCLQLN0ct0v8udabnwS.jpg,1024,1024,2026-05-25T11:37:05+00:00,{'name': '63-urticaria-1024x1024.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\63-urticaria-1024x1024_jpg.rf.FyCLQLN0ct0v8udabnwS.jpg,Hives
258,1,chickenpox-pimples-skin-child-back-theme-childhood-diseases-chickenpox-pimples-skin-164738327_jpg.rf.0vpb2tnDLqQeElaey9JK.jpg,900,600,2026-05-25T11:37:05+00:00,{'name': 'chickenpox-pimples-skin-child-back-theme-childhood-diseases-chickenpox-pimples-skin-164738327.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox-pimples-skin-child-back-theme-childhood-diseases-chickenpox-pimples-skin-164738327_jpg.rf.0vpb2tnDLqQeElaey9JK.jpg,ChickenPox
259,1,t-nevus-spilus-29_jpg.rf.pXybFsJSekeYC70yrhsY.jpg,573,720,2026-05-25T11:37:05+00:00,{'name': 't-nevus-spilus-29.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-nevus-spilus-29_jpg.rf.pXybFsJSekeYC70yrhsY.jpg,Melanoma
260,1,t-dermagraphism-8_jpg.rf.8viQF2vbwYObfsujGHTZ.jpg,466,720,2026-05-25T11:37:05+00:00,{'name': 't-dermagraphism-8.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-dermagraphism-8_jpg.rf.8viQF2vbwYObfsujGHTZ.jpg,Hives
261,1,chickenpox-23285565_jpg.rf.60G9KxeVDXYomlW8tlq5.jpg,533,800,2026-05-25T11:37:05+00:00,{'name': 'chickenpox-23285565.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox-23285565_jpg.rf.60G9KxeVDXYomlW8tlq5.jpg,ChickenPox
262,1,t-hives-Urticaria-Acute-10_jpg.rf.IZlAu9qK9S8EVVq1tEMt.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-10.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-10_jpg.rf.IZlAu9qK9S8EVVq1tEMt.jpg,Hives
263,1,t-melanocytic-nevi-32_jpg.rf.wESkpgTB2UePSvWOXUXL.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-32.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-32_jpg.rf.wESkpgTB2UePSvWOXUXL.jpg,Melanoma
264,1,t-erythema-annulare-centrifugum-2_jpg.rf.BnIff73utNBAMU1aOqn4.jpg,500,720,2026-05-25T11:37:05+00:00,{'name': 't-erythema-annulare-centrifugum-2.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-erythema-annulare-centrifugum-2_jpg.rf.BnIff73utNBAMU1aOqn4.jpg,Hives
265,1,gettyimages-626265970-1527780741_jpg.rf.xRfcjYmYAEKAEkhBfP0f.jpg,640,640,2026-05-25T11:37:05+00:00,{'name': 'gettyimages-626265970-1527780741.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\gettyimages-626265970-1527780741_jpg.rf.xRfcjYmYAEKAEkhBfP0f.jpg,Melanoma
266,1,Ploketes_d'_aiwe_dj3_timpe_jpg.rf.XYSMXwiUv5RNAqXgE5h9.jpg,754,500,2026-05-25T11:37:05+00:00,"{'name': ""Ploketes_d'_aiwe_dj3_timpe.jpg""}",Skin_desease_(Perbaikan)_dataset.coco\train\Ploketes_d'_aiwe_dj3_timpe_jpg.rf.XYSMXwiUv5RNAqXgE5h9.jpg,ChickenPox
267,1,t-dermagraphism-9_jpg.rf.PMq0MKN3fzuv6NTOvugw.jpg,720,455,2026-05-25T11:37:05+00:00,{'name': 't-dermagraphism-9.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-dermagraphism-9_jpg.rf.PMq0MKN3fzuv6NTOvugw.jpg,Hives
268,1,t-melanocytic-nevi-28_jpg.rf.uG99xBwGnjoSfLGbRJcB.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-28.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-28_jpg.rf.uG99xBwGnjoSfLGbRJcB.jpg,Melanoma
269,1,Superficial_Spreading_Melanoma_dark_skin1-e2239946a8361e5dc3c443395c3a628c_webp.rf.jNRLMbNEuOzgpR1viV3I.webp,564,700,2026-05-25T11:37:05+00:00,{'name': 'Superficial_Spreading_Melanoma_dark_skin1-e2239946a8361e5dc3c443395c3a628c.webp'},Skin_desease_(Perbaikan)_dataset.coco\train\Superficial_Spreading_Melanoma_dark_skin1-e2239946a8361e5dc3c443395c3a628c_webp.rf.jNRLMbNEuOzgpR1viV3I.webp,Melanoma
270,1,t-melanocytic-nevi-25_jpg.rf.rPwSfngJyVawQZ6bIMnY.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-25.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-25_jpg.rf.rPwSfngJyVawQZ6bIMnY.jpg,Melanoma
271,1,Ploketes_d'_aiwe29-01-02-4_jpg.rf.HQnuzpFSfo0CtTlSRqnT.jpg,640,480,2026-05-25T11:37:05+00:00,"{'name': ""Ploketes_d'_aiwe29-01-02-4.jpg""}",Skin_desease_(Perbaikan)_dataset.coco\train\Ploketes_d'_aiwe29-01-02-4_jpg.rf.HQnuzpFSfo0CtTlSRqnT.jpg,ChickenPox
272,1,Nodular+Melanoma+Picture_webp.rf.MnnU0g0s4ToiQEddxL2A.webp,633,744,2026-05-25T11:37:05+00:00,{'name': 'Nodular+Melanoma+Picture.webp'},Skin_desease_(Perbaikan)_dataset.coco\train\Nodular+Melanoma+Picture_webp.rf.MnnU0g0s4ToiQEddxL2A.webp,Melanoma
274,1,t-PUPPP-22_jpg.rf.xtMFl9ANlDKIQEuwGXJX.jpg,591,720,2026-05-25T11:37:05+00:00,{'name': 't-PUPPP-22.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-PUPPP-22_jpg.rf.xtMFl9ANlDKIQEuwGXJX.jpg,Hives
275,1,t-eczema-foot-1_jpg.rf.ItQXVb1a3kx9J4Bf17Kg.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-foot-1.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-foot-1_jpg.rf.ItQXVb1a3kx9J4Bf17Kg.jpg,Eczema
276,1,t-melanocytic-nevi-35_jpg.rf.xQKf2X9bs8mOM6kbrug5.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-35.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-35_jpg.rf.xQKf2X9bs8mOM6kbrug5.jpg,Melanoma
277,1,0_4_jpg.rf.lj9SpcQ46ziF7YdbPPyW.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '0_4.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\0_4_jpg.rf.lj9SpcQ46ziF7YdbPPyW.jpg,Eczema
278,1,9dbe8576678fbaf638cbd6b3a4bee4c4_jpg.rf.MziFAv0X3KKpGjsIFt9r.jpg,1691,1200,2026-05-25T11:37:05+00:00,{'name': '9dbe8576678fbaf638cbd6b3a4bee4c4.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\9dbe8576678fbaf638cbd6b3a4bee4c4_jpg.rf.MziFAv0X3KKpGjsIFt9r.jpg,ChickenPox
279,1,t-hives-Urticaria-Acute-14_jpg.rf.X9XqxVnfgv00JwSGa4MQ.jpg,720,480,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-14.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-14_jpg.rf.X9XqxVnfgv00JwSGa4MQ.jpg,Hives
280,1,t-erythema-annulare-centrifugum-6_jpg.rf.LecywIt3dTpyBfin7s3Q.jpg,720,477,2026-05-25T11:37:05+00:00,{'name': 't-erythema-annulare-centrifugum-6.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-erythema-annulare-centrifugum-6_jpg.rf.LecywIt3dTpyBfin7s3Q.jpg,Hives
281,1,t-hives-Urticaria-Acute-17_jpg.rf.YRPHxaSHYHwDSICc2gaw.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-17.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-17_jpg.rf.YRPHxaSHYHwDSICc2gaw.jpg,Hives
282,1,chickenpox34_png.rf.H7wySiyyOuqk8m57JDLZ.png,224,224,2026-05-25T11:37:05+00:00,"{'user_tags': ['ChickenPox'], 'name': 'chickenpox34.png'}",Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox34_png.rf.H7wySiyyOuqk8m57JDLZ.png,ChickenPox
283,1,t-melanocytic-nevi-47_jpg.rf.zRxAR2dRSqEa7dwOOKD5.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-47.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-47_jpg.rf.zRxAR2dRSqEa7dwOOKD5.jpg,Melanoma
284,1,1800x1200_malignant_melanoma_ref_guide_webp.rf.vnZMzUUsR5u0PgMvwcdx.webp,1200,1800,2026-05-25T11:37:05+00:00,{'name': '1800x1200_malignant_melanoma_ref_guide.webp'},Skin_desease_(Perbaikan)_dataset.coco\train\1800x1200_malignant_melanoma_ref_guide_webp.rf.vnZMzUUsR5u0PgMvwcdx.webp,Melanoma
285,1,t-dermagraphism-6_jpg.rf.fInysndrCrsfXEEnKYq8.jpg,720,483,2026-05-25T11:37:05+00:00,{'name': 't-dermagraphism-6.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-dermagraphism-6_jpg.rf.fInysndrCrsfXEEnKYq8.jpg,Hives
286,1,t-melanocytic-nevi-31_jpg.rf.zQZIDNtsM2hLjWXXydV3.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-31.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-31_jpg.rf.zQZIDNtsM2hLjWXXydV3.jpg,Melanoma
287,1,chicken-pox-rash-young-boy-body-chickenpox-infection-caused-varicella-zoster-virus-begins-as-blister-like-153847560_jpg.rf.AwmY0IhQuerzWSM2jPVI.jpg,900,600,2026-05-25T11:37:05+00:00,{'name': 'chicken-pox-rash-young-boy-body-chickenpox-infection-caused-varicella-zoster-virus-begins-as-blister-like-153847560.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chicken-pox-rash-young-boy-body-chickenpox-infection-caused-varicella-zoster-virus-begins-as-blister-like-153847560_jpg.rf.AwmY0IhQuerzWSM2jPVI.jpg,ChickenPox
288,1,asymmetry-mole-b-1527710252_jpg.rf.fgHvYbtPy9X7PbTBNQbn.jpg,283,768,2026-05-25T11:37:05+00:00,{'name': 'asymmetry-mole-b-1527710252.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\asymmetry-mole-b-1527710252_jpg.rf.fgHvYbtPy9X7PbTBNQbn.jpg,Melanoma
289,1,t-malignant-melanoma-123_jpg.rf.TPCFs2Hw14rHfla1IWR5.jpg,477,720,2026-05-25T11:37:05+00:00,{'name': 't-malignant-melanoma-123.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-malignant-melanoma-123_jpg.rf.TPCFs2Hw14rHfla1IWR5.jpg,Melanoma
290,1,R_png.rf.DpQxc1PHdttsWvzKpxxf.png,500,1000,2026-05-25T11:37:05+00:00,{'name': 'R.png'},Skin_desease_(Perbaikan)_dataset.coco\train\R_png.rf.DpQxc1PHdttsWvzKpxxf.png,ChickenPox
291,1,images_jpg.rf.Q2sWa5anmiSbR7A4CenP.jpg,194,259,2026-05-25T11:37:05+00:00,{'name': 'images.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\images_jpg.rf.Q2sWa5anmiSbR7A4CenP.jpg,Hives
292,1,acral_lentiginous_melanoma-0a32f30e301e66d82cbe9773cc75431d_webp.rf.UIyTEJFOs8LvotAugFXN.webp,480,640,2026-05-25T11:37:05+00:00,{'name': 'acral_lentiginous_melanoma-0a32f30e301e66d82cbe9773cc75431d.webp'},Skin_desease_(Perbaikan)_dataset.coco\train\acral_lentiginous_melanoma-0a32f30e301e66d82cbe9773cc75431d_webp.rf.UIyTEJFOs8LvotAugFXN.webp,Melanoma
293,1,t-melanocytic-nevi-34_jpg.rf.UP4HUtRO5Y3nu3zBMHJs.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-melanocytic-nevi-34.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-melanocytic-nevi-34_jpg.rf.UP4HUtRO5Y3nu3zBMHJs.jpg,Melanoma
294,1,t-malignant-melanoma-112_jpg.rf.EALl3GulAqBb9mu4FMka.jpg,469,720,2026-05-25T11:37:05+00:00,{'name': 't-malignant-melanoma-112.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-malignant-melanoma-112_jpg.rf.EALl3GulAqBb9mu4FMka.jpg,Melanoma
295,1,t-erythema-annulare-centrifugum-3_jpg.rf.PaWxBwjebrOIUb4BXgoz.jpg,720,582,2026-05-25T11:37:05+00:00,{'name': 't-erythema-annulare-centrifugum-3.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-erythema-annulare-centrifugum-3_jpg.rf.PaWxBwjebrOIUb4BXgoz.jpg,Hives
296,1,t-lentigo-maligna-22_jpg.rf.EHlwXTaVw4tCTRQSauj5.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-lentigo-maligna-22.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-lentigo-maligna-22_jpg.rf.EHlwXTaVw4tCTRQSauj5.jpg,Melanoma
297,1,chicken-pox-rash-young-boy-body-chickenpox-infection-caused-varicella-zoster-virus-begins-as-blister-like-150247403_jpg.rf.6vG5RZDmjQ5uNX6A0lNn.jpg,533,800,2026-05-25T11:37:05+00:00,{'name': 'chicken-pox-rash-young-boy-body-chickenpox-infection-caused-varicella-zoster-virus-begins-as-blister-like-150247403.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chicken-pox-rash-young-boy-body-chickenpox-infection-caused-varicella-zoster-virus-begins-as-blister-like-150247403_jpg.rf.6vG5RZDmjQ5uNX6A0lNn.jpg,ChickenPox
298,1,t-eczema-hand-108_jpg.rf.KUfVZqKzjozg8lzpLWxU.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-hand-108.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-hand-108_jpg.rf.KUfVZqKzjozg8lzpLWxU.jpg,Eczema
299,1,chickenpox-disease-chickenpox-virus-chicken-pox-outbreak-children-concept-contagion-chickenpox-disease-chickenpox-virus-178802952_jpg.rf.Ibhd8PMS6pPTtIXYqgmV.jpg,531,800,2026-05-25T11:37:05+00:00,{'name': 'chickenpox-disease-chickenpox-virus-chicken-pox-outbreak-children-concept-contagion-chickenpox-disease-chickenpox-virus-178802952.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox-disease-chickenpox-virus-chicken-pox-outbreak-children-concept-contagion-chickenpox-disease-chickenpox-virus-178802952_jpg.rf.Ibhd8PMS6pPTtIXYqgmV.jpg,ChickenPox
300,1,v-melanocytic-nevi-57_jpg.rf.pqgpJ8o13Zw8c7vragnJ.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 'v-melanocytic-nevi-57.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\v-melanocytic-nevi-57_jpg.rf.pqgpJ8o13Zw8c7vragnJ.jpg,Melanoma
301,1,t-hives-Urticaria-Acute-103_jpg.rf.k1P2dCGFnnFmuCSgXKbW.jpg,477,720,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-103.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-103_jpg.rf.k1P2dCGFnnFmuCSgXKbW.jpg,Hives
302,1,urt_child_fee391183f15cb4d62773032fe0be92d_jpg.rf.Gg9IcT3Q2XEMOf52U5lm.jpg,900,592,2026-05-25T11:37:05+00:00,{'name': 'urt_child_fee391183f15cb4d62773032fe0be92d.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\urt_child_fee391183f15cb4d62773032fe0be92d_jpg.rf.Gg9IcT3Q2XEMOf52U5lm.jpg,Hives
303,1,t-PUPPP-13_jpg.rf.wpmiwJjAkwX5N1BVsLUe.jpg,478,720,2026-05-25T11:37:05+00:00,{'name': 't-PUPPP-13.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-PUPPP-13_jpg.rf.wpmiwJjAkwX5N1BVsLUe.jpg,Hives
304,1,t-erythema-annulare-centrifugum-16_jpg.rf.aBZhQspOLEZzCiXJP6ZV.jpg,720,480,2026-05-25T11:37:05+00:00,{'name': 't-erythema-annulare-centrifugum-16.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-erythema-annulare-centrifugum-16_jpg.rf.aBZhQspOLEZzCiXJP6ZV.jpg,Hives
305,1,varicella-chicken-pox1_thumb_jpg.rf.QGCNMmsxDmHdTSnT6oAc.jpg,220,292,2026-05-25T11:37:05+00:00,{'name': 'varicella-chicken-pox1_thumb.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\varicella-chicken-pox1_thumb_jpg.rf.QGCNMmsxDmHdTSnT6oAc.jpg,ChickenPox
306,1,Varicela_Aranzales_jpg.rf.OEsi3dXhj6mH2HS9U43F.jpg,2236,1960,2026-05-25T11:37:05+00:00,{'name': 'Varicela_Aranzales.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\Varicela_Aranzales_jpg.rf.OEsi3dXhj6mH2HS9U43F.jpg,ChickenPox
307,1,t-hives-Urticaria-Acute-100_jpg.rf.bCSlYM19lv3PAaDrUjX7.jpg,720,594,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-100.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-100_jpg.rf.bCSlYM19lv3PAaDrUjX7.jpg,Hives
308,1,t-erythema-annulare-centrifugum-8_jpg.rf.cB3BJVOJjYqJgSb23Dmk.jpg,720,459,2026-05-25T11:37:05+00:00,{'name': 't-erythema-annulare-centrifugum-8.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-erythema-annulare-centrifugum-8_jpg.rf.cB3BJVOJjYqJgSb23Dmk.jpg,Hives
309,1,imagesd_jpg.rf.QeCXwuAEdifpZMDYSD8n.jpg,194,259,2026-05-25T11:37:05+00:00,{'name': 'imagesd.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\imagesd_jpg.rf.QeCXwuAEdifpZMDYSD8n.jpg,Melanoma
310,1,chickenpox52_png.rf.Hp9n5IicbTXaraAdpmT8.png,224,224,2026-05-25T11:37:05+00:00,"{'user_tags': ['ChickenPox'], 'name': 'chickenpox52.png'}",Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox52_png.rf.Hp9n5IicbTXaraAdpmT8.png,ChickenPox
311,1,chicken-pox-rash-young-boy-body-chickenpox-infection-caused-varicella-zoster-virus-begins-as-blister-like-146813715_jpg.rf.5DUXOs3yGKc7XSIGVDHp.jpg,533,800,2026-05-25T11:37:05+00:00,{'name': 'chicken-pox-rash-young-boy-body-chickenpox-infection-caused-varicella-zoster-virus-begins-as-blister-like-146813715.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chicken-pox-rash-young-boy-body-chickenpox-infection-caused-varicella-zoster-virus-begins-as-blister-like-146813715_jpg.rf.5DUXOs3yGKc7XSIGVDHp.jpg,ChickenPox
312,1,t-hives-Urticaria-Acute-15_jpg.rf.tXmDklZEyIbTdKxXXTaC.jpg,720,480,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-15.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-15_jpg.rf.tXmDklZEyIbTdKxXXTaC.jpg,Hives
313,1,t-lentigo-maligna-20_jpg.rf.KBd7dNUTEHYbZjxgQ4kk.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-lentigo-maligna-20.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-lentigo-maligna-20_jpg.rf.KBd7dNUTEHYbZjxgQ4kk.jpg,Melanoma
314,1,chickenpox-baby-details-aged-months-old-has-38955062 (1)_jpg.rf.I66MyTHoXk8GWi1WD61O.jpg,533,800,2026-05-25T11:37:05+00:00,{'name': 'chickenpox-baby-details-aged-months-old-has-38955062 (1).jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox-baby-details-aged-months-old-has-38955062 (1)_jpg.rf.I66MyTHoXk8GWi1WD61O.jpg,ChickenPox
315,1,chickenpox-bubble-rash-boy-varicella-zoster-virus-chickenpox-bubble-rash-boy-121630018_jpg.rf.9BaZWS8bSphyfDMq2Vuq.jpg,533,800,2026-05-25T11:37:05+00:00,{'name': 'chickenpox-bubble-rash-boy-varicella-zoster-virus-chickenpox-bubble-rash-boy-121630018.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox-bubble-rash-boy-varicella-zoster-virus-chickenpox-bubble-rash-boy-121630018_jpg.rf.9BaZWS8bSphyfDMq2Vuq.jpg,ChickenPox
316,1,t-malignant-melanoma-105_jpg.rf.EPKWYjo3CNW54taBw1Z7.jpg,479,720,2026-05-25T11:37:05+00:00,{'name': 't-malignant-melanoma-105.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-malignant-melanoma-105_jpg.rf.EPKWYjo3CNW54taBw1Z7.jpg,Melanoma
317,1,chickenpox-back-view-days-infection-69218138_jpg.rf.4fcidcL7bxEepLxTIkIZ.jpg,533,800,2026-05-25T11:37:05+00:00,{'name': 'chickenpox-back-view-days-infection-69218138.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox-back-view-days-infection-69218138_jpg.rf.4fcidcL7bxEepLxTIkIZ.jpg,ChickenPox
318,1,Figure_6-11_jpg.rf.GfqyOVpezbElDsInkbhF.jpg,549,645,2026-05-25T11:37:05+00:00,{'name': 'Figure_6-11.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\Figure_6-11_jpg.rf.GfqyOVpezbElDsInkbhF.jpg,Hives
319,1,chickenpox-1_jpeg.rf.9EAe6U8QLGO1dPgcGR3S.jpeg,3595,5393,2026-05-25T11:37:05+00:00,{'name': 'chickenpox-1.jpeg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox-1_jpeg.rf.9EAe6U8QLGO1dPgcGR3S.jpeg,ChickenPox
320,1,t-malignant-melanoma-18_jpg.rf.VlwnlHGkzJqsNdnKf8H3.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-malignant-melanoma-18.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-malignant-melanoma-18_jpg.rf.VlwnlHGkzJqsNdnKf8H3.jpg,Melanoma
321,1,chickenpox-baby-details-aged-months-old-has-43520219 (1)_jpg.rf.IgpdsU6vBNhIZyAtnQXF.jpg,533,800,2026-05-25T11:37:05+00:00,{'name': 'chickenpox-baby-details-aged-months-old-has-43520219 (1).jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox-baby-details-aged-months-old-has-43520219 (1)_jpg.rf.IgpdsU6vBNhIZyAtnQXF.jpg,ChickenPox
322,1,t-hives-Urticaria-Acute-1_jpg.rf.g9hNIkWRDqMjAXeD3nuG.jpg,720,473,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-1.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-1_jpg.rf.g9hNIkWRDqMjAXeD3nuG.jpg,Hives
323,1,t-malignant-melanoma-111_jpg.rf.dUsl1BJlARvcQ8MKA5XP.jpg,479,720,2026-05-25T11:37:05+00:00,{'name': 't-malignant-melanoma-111.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-malignant-melanoma-111_jpg.rf.dUsl1BJlARvcQ8MKA5XP.jpg,Melanoma
